/home/basti/code/dvarapandita/data/jna114_sa4:0	[437] [caturthaḥ paricchedaḥ]	caturTa JJ Case=Nom|Number=1|Gender=Masc # paricCeda NC Case=Nom|Number=1|Gender=Masc #
/home/basti/code/dvarapandita/data/jna114_sa4:289	[452,24] prahārapātaḥ | athaikaikasādhanam anyānyabādhanaparaṃ, na tu sthitir eva tasya vivakṣitā,	prahAra NC Case=Cpd # pAta NC Case=Nom|Number=1|Gender=Masc # aTa CAD # eka PPX Case=Cpd # eka PPX Case=Cpd # sADana NC Case=Nom|Number=1|Gender=Neut # anya PPX Case=Cpd # anya PPX Case=Cpd # bADana NC Case=Cpd # para PPX Case=Nom|Number=1|Gender=Neut # na CNG # tu CCD # sTiti NC Case=Nom|Number=1|Gender=Fem # eva CEM # tad PRD Case=Gen|Number=1|Gender=Masc # vivakzita JJ Case=Nom|Number=1|Gender=Fem #
/home/basti/code/dvarapandita/data/jna114_sa4:290	[452,25] paryāyeṇa tasyāpi bādhanāt | yady evaṃ yadaikyaṃ siddham adhyakṣeṇa tadā dvitīyabādhaiva jātā,	paryAya NC Case=Ins|Number=1|Gender=Masc # tad PRD Case=Gen|Number=1|Gender=Masc # api CX # bADana NC Case=Abl|Number=1|Gender=Neut # yadi CSB # evam CX # yadA CSB # Ekya NC Case=Nom|Number=1|Gender=Neut # siD PPP Case=Nom|Number=1|Gender=Neut|VerbForm=PPP # aDyakza NC Case=Ins|Number=1|Gender=Masc # tadA CAD # dvitIya JJ Case=Cpd # bADA NC Case=Nom|Number=1|Gender=Fem # eva CEM # jan PPP Case=Nom|Number=1|Gender=Fem|VerbForm=PPP #
/home/basti/code/dvarapandita/data/jna114_sa4:291	[452,26] kathaṃ tadāśrayaḥ parasya bādhaḥ? na hi pūrvabādhitasya kutaścit pratyujjīvanam | tathābhāve	kaTam CX # tad PRD Case=Cpd # ASraya NC Case=Nom|Number=1|Gender=Masc # para PPX Case=Gen|Number=1|Gender=Masc # bADa NC Case=Nom|Number=1|Gender=Masc # na CNG # hi CX # pUrva PPX Case=Cpd # bAD PPP Case=Gen|Number=1|Gender=Masc|VerbForm=PPP # kutaScid CX # prayuj KDP Case=Nom|Number=1|Gender=Neut|Tense=Pres|VerbForm=Part # taTA CX # aBAva NC Case=Loc|Number=1|Gender=Masc #
/home/basti/code/dvarapandita/data/jna114_sa4:292	[452,27] anenāpi bādhyamānasya punaḥ pratyujjīvānāṃśasāyāṃ kīdṛśī manorathasiddhiḥ? punar itareṇa	idam PRD Case=Ins|Number=1|Gender=Masc # api CX # bAD KDP Case=Gen|Number=1|Gender=Masc|Tense=Pres|Voice=Pass|VerbForm=Part # punar CAD # pratyujjIva NC Case=Cpd # aMSa NC Case=Loc|Number=1|Gender=Fem # kIdRSa JJ Case=Nom|Number=1|Gender=Fem # manoraTa NC Case=Cpd # sidDi NC Case=Nom|Number=1|Gender=Fem # punar CAD # itara PPX Case=Ins|Number=1|Gender=Masc #
/home/basti/code/dvarapandita/data/jna114_sa4:293	[453,1] bādhanajīvanaparamparāyā anuparamād ekaikasanāthatayā dharmiṇo na kadācid	bADana NC Case=Cpd # jIvana NC Case=Cpd # paramparA NC Case=Gen|Number=1|Gender=Fem # anuparama NC Case=Abl|Number=1|Gender=Masc # ekEka PRC Case=Cpd # sanATa JJ Case=Cpd # tA NC Case=Ins|Number=1|Gender=Fem # Darmin JJ Case=Gen|Number=1|Gender=Masc # na CNG # kadAcid CX #
/home/basti/code/dvarapandita/data/jna114_sa4:294	[453,2] vyāpakānupalambhasambhavaḥ |	vyApaka JJ Case=Cpd # anupalamBa NC Case=Cpd # samBava NC Case=Nom|Number=1|Gender=Masc #
/home/basti/code/dvarapandita/data/jna114_sa4:295	[453,3] tad ayam arthaḥ, yad ucyate na tāvad ekaṃ buddhirūpaṃ, nīlapītādīnām avyatikarapratibhāsanāt |	tad PRD Case=Nom|Number=1|Gender=Neut # idam PRD Case=Nom|Number=1|Gender=Masc # arTa NC Case=Nom|Number=1|Gender=Masc # yad PRL Case=Nom|Number=1|Gender=Neut # vac V Tense=Pres|Mood=Ind|Voice=Pass|Person=3|Number=Sing # na CNG # tAvat CX # eka PPX Case=Nom|Number=1|Gender=Neut # budDi NC Case=Cpd # rUpa NC Case=Nom|Number=1|Gender=Neut # nIla JJ Case=Cpd # pIta JJ Case=Cpd # Adi NC Case=Gen|Number=3|Gender=Masc # avyatikara NC Case=Cpd # pratiBAsana NC Case=Abl|Number=1|Gender=Neut #
/home/basti/code/dvarapandita/data/jna114_sa4:296	[453,4] nāpy anekaṃ, paramparāsaṃvedanaprasaṅgād iti | tatra yad ekatvaniṣedhāya pratibhāsabhedo dūṣaṇīyate,	na CNG # api CX # aneka JJ Case=Nom|Number=1|Gender=Neut # paramparA NC Case=Cpd # saMvedana NC Case=Cpd # prasaFga NC Case=Abl|Number=1|Gender=Masc # iti CQT # tatra CAD # yad PRL Case=Nom|Number=1|Gender=Neut # eka PPX Case=Cpd # tva NC Case=Cpd # nizeDa NC Case=Dat|Number=1|Gender=Masc # pratiBAsa NC Case=Cpd # Beda NC Case=Nom|Number=1|Gender=Masc # dUzay V Tense=Pres|Mood=Ind|Voice=Pass|Person=3|Number=Sing #
/home/basti/code/dvarapandita/data/jna114_sa4:297	[453,5] tadā yady asau svasaṃvedanasiddhaḥ, tasya kena punar apohaḥ? tasyādṛḍhatve ekatvasyāpi kuto	tadA CAD # yadi CSB # adas PRD Case=Nom|Number=1|Gender=Masc # sva JJ Case=Cpd # saMvedana NC Case=Cpd # siD PPP Case=Nom|Number=1|Gender=Masc|VerbForm=PPP # tad PRD Case=Gen|Number=1|Gender=Masc # ka PRQ Case=Ins|Number=1|Gender=Masc # punar CAD # apoha NC Case=Nom|Number=1|Gender=Masc # tad PRD Case=Gen|Number=1|Gender=Masc # a CNG # dRXa JJ Case=Cpd # tva NC Case=Loc|Number=1|Gender=Neut # ekatva NC Case=Gen|Number=1|Gender=Neut # api CX # kutas CX #
/home/basti/code/dvarapandita/data/jna114_sa4:298	[453,6] bādhā? evaṃ nāpy anekam ity atrāpi vācyam | yadi punaḥ pratiyogisambhavānapekṣaḥ paraparibhavaḥ	bADA NC Case=Nom|Number=1|Gender=Fem # evam CX # na CNG # api CX # aneka JJ Case=Nom|Number=1|Gender=Neut # iti CQT # atra CAD # api CX # vac KDG Case=Nom|Number=1|Gender=Neut|VerbForm=Ger # yadi CSB # punar CAD # pratiyogin JJ Case=Cpd # samBava NC Case=Cpd # anapekza JJ Case=Nom|Number=1|Gender=Masc # para PPX Case=Cpd # pariBava NC Case=Nom|Number=1|Gender=Masc #
/home/basti/code/dvarapandita/data/jna114_sa4:299	[453,7] sādhanāntarakṛtaḥ syāt, tadā na doṣaḥ | svayam eva tu pramāṇasiddhasaṃmatasya punaḥ	sADana NC Case=Cpd # antara JJ Case=Cpd # kR PPP Case=Nom|Number=1|Gender=Masc|VerbForm=PPP # as V Tense=Pres|Mood=Opt|Person=3|Number=Sing # tadA CAD # na CNG # doza NC Case=Nom|Number=1|Gender=Masc # svayam CX # eva CEM # tu CCD # pramANa NC Case=Cpd # siD PPP Case=Cpd|VerbForm=PPP # samman PPP Case=Gen|Number=1|Gender=Masc|VerbForm=PPP # punar CAD #
/home/basti/code/dvarapandita/data/jna114_sa4:300	[453,8] prativahanam ity asambaddham | na ca pramāṇāntaram ekānekatvaviparyāsanam asti | tatsambhavābhimāne 'pi	prativahana NC Case=Nom|Number=1|Gender=Neut # iti CQT # asambadDa JJ Case=Nom|Number=1|Gender=Neut # na CNG # ca CCD # pramANa NC Case=Cpd # antara JJ Case=Nom|Number=1|Gender=Neut # eka PPX Case=Cpd # anekatva NC Case=Cpd # viparAsana NC Case=Nom|Number=1|Gender=Neut # as V Tense=Pres|Mood=Ind|Person=3|Number=Sing # tad PRD Case=Cpd # samBava NC Case=Cpd # aBimAna NC Case=Loc|Number=1|Gender=Masc # api CX #
/home/basti/code/dvarapandita/data/jna114_sa4:301	[453,9] naikasyāpi svasaṃvedanasiddhasyoddhūtiḥ | avastutvān naikam apīti parasparāpekṣam | viruddhayor ekatrāsambhava	na CNG # eka PPX Case=Gen|Number=1|Gender=Masc # api CX # sva JJ Case=Cpd # saMvedana NC Case=Cpd # siD PPP Case=Gen|Number=1|Gender=Masc|VerbForm=PPP # udDUti NC Case=Nom|Number=1|Gender=Fem # avastu CGDA VerbForm=Abs # na CNG # eka PPX Case=Nom|Number=1|Gender=Neut # api CX # iti CQT # paraspara PRC Case=Cpd # apekzA NC Case=Nom|Number=1|Gender=Neut # viruD PPP Case=Gen|Number=2|Gender=Masc|VerbForm=PPP # ekatra CX # asaMBava NC Case=Voc|Number=1|Gender=Masc #
/home/basti/code/dvarapandita/data/jna114_sa4:302	[453,9] iti na dvayor niṣedhaḥ | tad atra yasyaiva na saṃvedanam ity upapādayituṃ śakyaṃ tad evāsad astu |	iti CQT # na CNG # dvi NUM Case=Gen|Number=2|Gender=Masc # nizeDa NC Case=Nom|Number=1|Gender=Masc # tad PRD Case=Nom|Number=1|Gender=Neut # atra CAD # yad PRL Case=Gen|Number=1|Gender=Masc # eva CEM # na CNG # saMvedana NC Case=Nom|Number=1|Gender=Neut # iti CQT # upapAday CGDI VerbForm=Inf # Sakya JJ Case=Nom|Number=1|Gender=Neut # tad PRD Case=Nom|Number=1|Gender=Neut # eva CEM # asat JJ Case=Nom|Number=1|Gender=Neut # as V Tense=Pres|Mood=Imp|Person=3|Number=Sing #
/home/basti/code/dvarapandita/data/jna114_sa4:303	[453,11] dvayor api na saṃvedanam iti tu sarvathā saṃvedanābhāve syāt | tac cāsiddham iti | (101b)	dvi NUM Case=Gen|Number=2|Gender=Masc # api CX # na CNG # saMvedana NC Case=Nom|Number=1|Gender=Neut # iti CQT # tu CCD # sarvaTA CX # saMvedana NC Case=Cpd # aBAva NC Case=Loc|Number=1|Gender=Masc # as V Tense=Pres|Mood=Opt|Person=3|Number=Sing # tad PRD Case=Nom|Number=1|Gender=Neut # ca CCD # asidDa JJ Case=Nom|Number=1|Gender=Neut # iti CQT #
/home/basti/code/dvarapandita/data/jna114_sa4:304	[453,12] athāpi syāt svasaṃvedanavādino 'niṣṭāpādanamātram etat, tatas tasyaivāyaṃ doṣo nāsmākaṃ	aTa CAD # api CX # as V Tense=Pres|Mood=Opt|Person=3|Number=Sing # sva JJ Case=Cpd # saMvedana NC Case=Cpd # vAdin JJ Case=Gen|Number=1|Gender=Masc # nizwApAdana NC Case=Cpd # mAtra NC Case=Nom|Number=1|Gender=Neut # etad PRD Case=Nom|Number=1|Gender=Neut # tatas CX # tad PRD Case=Gen|Number=1|Gender=Masc # eva CEM # idam PRD Case=Nom|Number=1|Gender=Masc # doza NC Case=Nom|Number=1|Gender=Masc # na CNG # mad PPR Case=Gen|Number=3|Gender= #
/home/basti/code/dvarapandita/data/jna114_sa4:305	[453,13] tadaniṣṭe ceti cet?	tad PRD Case=Cpd # anizwa JJ Case=Loc|Number=1|Gender=Neut # ca CCD # iti CQT # ced CX #
/home/basti/code/dvarapandita/data/jna114_sa4:306	[453,14] aniṣṭir nāma mahatāṃ parihāro mahānayam |	anizwi NC Case=Nom|Number=1|Gender=Masc # nAma CX # mahat JJ Case=Gen|Number=3|Gender=Masc # parihAra NC Case=Nom|Number=1|Gender=Masc # mahAnaya NC Case=Acc|Number=1|Gender=Masc #
/home/basti/code/dvarapandita/data/jna114_sa4:307	[453,15] sarvānarthānuṣaṅgeṣu yady evaṃ syāt kṛtārthatā ||	sarva JQ Case=Cpd # anarTa NC Case=Cpd # anuzaFga NC Case=Loc|Number=3|Gender=Masc # yadi CSB # evam CX # as V Tense=Pres|Mood=Opt|Person=3|Number=Sing # kRtArTa JJ Case=Cpd # tA NC Case=Nom|Number=1|Gender=Fem #
/home/basti/code/dvarapandita/data/jna114_sa4:308	[453,16] vyāpakābhyupagamavādino hi prasahyāyātaḥ svasaṃvedanābhyupagama ity uktam | tato	vyApaka JJ Case=Cpd # aByupagama NC Case=Cpd # vAdin JJ Case=Gen|Number=1|Gender=Masc # hi CX # prasah CGDA VerbForm=Abs # AyA PPP Case=Nom|Number=1|Gender=Masc|VerbForm=PPP # sva JJ Case=Cpd # saMvedana NC Case=Cpd # aByupagama NC Case=Nom|Number=1|Gender=Masc # iti CQT # vac PPP Case=Nom|Number=1|Gender=Neut|VerbForm=PPP # tatas CX #
/home/basti/code/dvarapandita/data/jna114_sa4:309	[453,17] yady abhedavad adhyakṣasiddhir bhede 'pi na śakyaḥ syādvādaparihāraḥ | pramāṇānupagame ca sarvasya	yadi CSB # aBeda NC Case=Cpd # vat CX # aDyakza NC Case=Cpd # sidDi NC Case=Nom|Number=1|Gender=Fem # Beda NC Case=Loc|Number=1|Gender=Masc # api CX # na CNG # Sakya JJ Case=Nom|Number=1|Gender=Masc # as V Tense=Pres|Mood=Opt|Person=3|Number=Sing # vAda NC Case=Cpd # parihAra NC Case=Nom|Number=1|Gender=Masc # pramANa NC Case=Cpd # anupagama NC Case=Loc|Number=1|Gender=Masc # ca CCD # sarva JQ Case=Gen|Number=1|Gender=Neut #
/home/basti/code/dvarapandita/data/jna114_sa4:310	[453,18] yatheṣṭasiddhāv api kas tatparihāraḥ? evaṃ tarhi,	yaTezwa JJ Case=Cpd # sidDi NC Case=Loc|Number=1|Gender=Fem # api CX # ka PRQ Case=Nom|Number=1|Gender=Masc # tad PRD Case=Cpd # parihAra NC Case=Nom|Number=1|Gender=Masc # evam CX # tarhi CX #
/home/basti/code/dvarapandita/data/jna114_sa4:311	[453,19] bhedābhedadvayīsiddhau syādvādaḥ samupāgataḥ |	Beda NC Case=Cpd # aBeda NC Case=Cpd # dvayI NC Case=Cpd # sidDi NC Case=Loc|Number=1|Gender=Fem # as V Tense=Pres|Mood=Opt|Person=3|Number=Sing # vAda NC Case=Nom|Number=1|Gender=Masc # samupAgam PPP Case=Nom|Number=1|Gender=Masc|VerbForm=PPP #
/home/basti/code/dvarapandita/data/jna114_sa4:312	[453,20] vedāntavādas tv ekatve dustyajas tattvaviplavaḥ ||	vedAnta NC Case=Cpd # vAda NC Case=Nom|Number=1|Gender=Masc # tu CCD # ekatva NC Case=Loc|Number=1|Gender=Neut # dustyaja JJ Case=Nom|Number=1|Gender=Masc # tattva NC Case=Cpd # viplava NC Case=Nom|Number=1|Gender=Masc #
/home/basti/code/dvarapandita/data/jna114_sa4:313	[453,21] atrocyate,	atra CAD # vac V Tense=Pres|Mood=Ind|Voice=Pass|Person=3|Number=Sing #
/home/basti/code/dvarapandita/data/jna114_sa4:314	[453,22] maccittacakraṃ yad apīdam ekamātmā	mad PPR Case=Cpd # citta NC Case=Cpd # cakra NC Case=Nom|Number=1|Gender=Neut # yad PRL Case=Nom|Number=1|Gender=Neut # api CX # idam PRD Case=Nom|Number=1|Gender=Neut # eka PPX Case=Nom|Number=1|Gender=Neut # Atman NC Case=Nom|Number=1|Gender=Masc #
/home/basti/code/dvarapandita/data/jna114_sa4:315	[453,23] nabhasvan na vibhus tathāpi |	naBasvant NC Case=Voc|Number=1|Gender=Masc # na CNG # viBu JJ Case=Nom|Number=1|Gender=Masc # taTA CX # api CX #
/home/basti/code/dvarapandita/data/jna114_sa4:316	[453,24] tathāgatasya prathate tathā cet?	taTAgata NC Case=Gen|Number=1|Gender=Masc # praT V Tense=Pres|Mood=Ind|Person=3|Number=Sing # taTA CX # ced CX #
/home/basti/code/dvarapandita/data/jna114_sa4:317	[453,25] manaṛsamādhyātiśayo na tattvam ||	manas NC Case=Cpd # Rc NC Case=Cpd # samADi NC Case=Cpd # atiSaya NC Case=Nom|Number=1|Gender=Masc # na CNG # tattva NC Case=Nom|Number=1|Gender=Neut #
/home/basti/code/dvarapandita/data/jna114_sa4:318	[453,26] na khalu jñānasya tādṛgvyāpakatvaṃ nāma tattvam eva, anyadānyasya cābhāvāt |	na CNG #
/home/basti/code/dvarapandita/data/jna114_sa4:319	[453,27] bhagavatas tu siddhiviśeṣo 'sau | pūrvāpararūpasaṃsparśas tu saṃvedanenāstīti kuto nityatā?	Bagavant NC Case=Gen|Number=1|Gender=Masc # tu CCD # sidDi NC Case=Cpd # viSeza NC Case=Nom|Number=1|Gender=Masc # tad PRD Case=Nom|Number=2|Gender=Masc # pUrva PPX Case=Cpd # apararUpa NC Case=Cpd # saMsparSa NC Case=Nom|Number=1|Gender=Masc # tu CCD # saMvedana NC Case=Ins|Number=1|Gender=Neut # as V Tense=Pres|Mood=Ind|Person=3|Number=Sing # iti CQT # kutas CX # nityatA NC Case=Nom|Number=1|Gender=Fem #
/home/basti/code/dvarapandita/data/jna114_sa4:320	[454,1] etena svatāntaparihāraḥ (hrasvatāntaparihāraḥ | na ca svasaṃvedanam eva kadācid ātmanaṃ viramantam anubhavatīti	etad PRD Case=Ins|Number=1|Gender=Neut # sva JJ Case=Cpd # tam PPP Case=Cpd|VerbForm=PPP # parihAra NC Case=Nom|Number=1|Gender=Masc # hrasva JJ Case=Cpd # tAnta NC Case=Cpd # parihAra NC Case=Nom|Number=1|Gender=Masc # na CNG # ca CCD # sva JJ Case=Cpd # saMvedana NC Case=Nom|Number=1|Gender=Neut # eva CEM # kadAcid CX # Atman NC Case=Acc|Number=1|Gender=Masc # viram KDP Case=Acc|Number=1|Gender=Masc|Tense=Pres|VerbForm=Part # anuBU V Tense=Pres|Mood=Ind|Person=3|Number=Sing # iti CQT #
/home/basti/code/dvarapandita/data/jna114_sa4:321	[454,2] ucchedāntasya prabandhadvāreṇa tu śāśvatocchedaparihāro 'vāntaravyavasthāpekṣa iṣṭa eva |	ucCeda NC Case=Cpd # anta NC Case=Gen|Number=1|Gender=Masc # prabanDa NC Case=Cpd # dvAra NC Case=Ins|Number=1|Gender=Neut # tu CCD # SASvata JJ Case=Cpd # ucCeda NC Case=Cpd # parihAra NC Case=Nom|Number=1|Gender=Masc # vA CCD # antara JJ Case=Cpd # vyavasTA NC Case=Cpd # apekzA NC Case=Nom|Number=1|Gender=Masc # iz PPP Case=Nom|Number=1|Gender=Masc|VerbForm=PPP # eva CEM #
/home/basti/code/dvarapandita/data/jna114_sa4:322	[454,3] atītādināpy abhedo bhāṣyakārasyeti sthavīyasī bhrāntir lokasya, prakāśamānasyaivātītādibhāvanāniṣedhāt |	atI PPP Case=Cpd|VerbForm=PPP # Adi NC Case=Ins|Number=1|Gender=Masc # api CX # aBeda NC Case=Nom|Number=1|Gender=Masc # BAzya NC Case=Cpd # kAra NC Case=Gen|Number=1|Gender=Masc # iti CQT # sTavIyas JJ Case=Nom|Number=1|Gender=Fem # BrAnti NC Case=Nom|Number=1|Gender=Fem # loka NC Case=Gen|Number=1|Gender=Masc # prakAS KDP Case=Gen|Number=1|Gender=Masc|Tense=Pres|VerbForm=Part # eva CEM # atI PPP Case=Cpd|VerbForm=PPP # Adi NC Case=Cpd # BAvanA NC Case=Cpd # nizeDa NC Case=Abl|Number=1|Gender=Masc #
/home/basti/code/dvarapandita/data/jna114_sa4:323	[454,4] tasmān na tāvanmātram ekatvaṃ gaganavad vaibhavadoṣākarṣi | nāpi nityatāpratītir	tasmAt CX # na CNG # tAvat CX # mAtra NC Case=Nom|Number=1|Gender=Neut # ekatva NC Case=Nom|Number=1|Gender=Neut # gagana NC Case=Cpd # vat CX # vEBava NC Case=Cpd # doza NC Case=Cpd # Akarzin JJ Case=Nom|Number=1|Gender=Neut # na CNG # api CX # nityatA NC Case=Cpd # pratIti NC Case=Nom|Number=1|Gender=Fem #
/home/basti/code/dvarapandita/data/jna114_sa4:324	[454,5] iti kathaṃ vedāntasiddhāntaśaṅkā ?	iti CQT # kaTam CX # vedAnta NC Case=Cpd # sidDAnta NC Case=Cpd # SaFkA NC Case=Nom|Number=1|Gender=Fem #
/home/basti/code/dvarapandita/data/jna114_sa4:325	[454,6] atha tāvaddeśavyāpīdam idaṃ cānyathety api pratyayaḥ katham? yady evaṃ kālavad	aTa CAD # tAvat CX # deSa NC Case=Cpd # vyApin JJ Case=Nom|Number=1|Gender=Neut # idam PRD Case=Nom|Number=1|Gender=Neut # idam PRD Case=Nom|Number=1|Gender=Neut # ca CCD # anyaTA CX # iti CQT # api CX # pratyaya NC Case=Nom|Number=1|Gender=Masc # kaTam CX # yadi CSB # evam CX # kAla NC Case=Cpd # vat CX #
/home/basti/code/dvarapandita/data/jna114_sa4:326	[454,7] deśasyāpi na dairdhyapratītir iti natarāṃ nityavibhutve | ubhayasiddhivādas tv ahrīkasyaiva |	deSa NC Case=Gen|Number=1|Gender=Masc # api CX # na CNG # dErDya NC Case=Cpd # pratIti NC Case=Nom|Number=1|Gender=Fem # iti CQT # natarAm CX # nitya JJ Case=Cpd # viBu JJ Case=Cpd # tva NC Case=Loc|Number=1|Gender=Neut # uBaya JJ Case=Cpd # sidDi NC Case=Cpd # vAda NC Case=Nom|Number=1|Gender=Masc # tu CCD # ahrIka JJ Case=Gen|Number=1|Gender=Masc # eva CEM #
/home/basti/code/dvarapandita/data/jna114_sa4:327	[454,8] nanu digambarasya bāhyam apy asti | tatrāpi kathañcid bhedābhedau, bhāvānāṃ ca naikāntena	nanu CX # digambara JJ Case=Gen|Number=1|Gender=Masc # bAhya JJ Case=Nom|Number=1|Gender=Neut # api CX # as V Tense=Pres|Mood=Ind|Person=3|Number=Sing # tatra CAD # api CX # kaTaMcid CX # Beda NC Case=Cpd # aBeda NC Case=Nom|Number=2|Gender=Masc # BAva NC Case=Gen|Number=3|Gender=Masc # ca CCD # na CNG # ekAnta NC Case=Ins|Number=1|Gender=Masc #
/home/basti/code/dvarapandita/data/jna114_sa4:328	[454,9] bāhyatvam āntaratvaṃ vetyādyavakaraparihāre 'pi pratyakṣasiddhibuddhirūpaikānekatvamātreṇa kaḥ	bAhya JJ Case=Cpd # tva NC Case=Acc|Number=1|Gender=Neut # Antara JJ Case=Cpd # tva NC Case=Acc|Number=1|Gender=Neut # vA CCD # iti CQT # Adi NC Case=Cpd # avakara NC Case=Cpd # parihAra NC Case=Loc|Number=1|Gender=Masc # api CX # pratyakza JJ Case=Cpd # sidDi NC Case=Cpd # budDi NC Case=Cpd # rUpa NC Case=Cpd # eka PPX Case=Cpd # anekatva NC Case=Cpd # mAtra NC Case=Ins|Number=1|Gender=Neut # ka PRQ Case=Nom|Number=1|Gender=Masc #
/home/basti/code/dvarapandita/data/jna114_sa4:329	[454,10] tanmatopanipātaḥ? na khalu sarvathā sāmyaparihāraḥ śakyaḥ, parasparavirodhas tu dhvasto	tad PRD Case=Cpd # mata NC Case=Cpd # upanipAta NC Case=Nom|Number=1|Gender=Masc # na CNG # Kalu CX # sarvaTA CX # sAmya NC Case=Cpd # parihAra NC Case=Nom|Number=1|Gender=Masc # Sakya JJ Case=Nom|Number=1|Gender=Masc # paraspara PRC Case=Cpd # viroDa NC Case=Nom|Number=1|Gender=Masc # tu CCD # DvaMs PPP Case=Nom|Number=1|Gender=Masc|VerbForm=PPP #
/home/basti/code/dvarapandita/data/jna114_sa4:330	[454,11] buddhyadhikāreṇa pratibhāsād eva | tasmāt,	budDi NC Case=Cpd # aDikAra NC Case=Ins|Number=1|Gender=Masc # pratiBAsAt CX # eva CEM # tasmAt CX #
/home/basti/code/dvarapandita/data/jna114_sa4:331	[454,12] yad yathā bhāsate jñānaṃ tat tathaivānubhūyate |	yad PRL Case=Nom|Number=1|Gender=Neut # yaTA CCM # BAs V Tense=Pres|Mood=Ind|Person=3|Number=Sing # jQAna NC Case=Nom|Number=1|Gender=Neut # tad PRD Case=Nom|Number=1|Gender=Neut # taTA CX # eva CEM # anuBU V Tense=Pres|Mood=Ind|Voice=Pass|Person=3|Number=Sing #
/home/basti/code/dvarapandita/data/jna114_sa4:332	[454,13] bhāsate dvyātmakatvena tathaivāsya sadā sthitiḥ ||	BAs V Tense=Pres|Mood=Ind|Person=3|Number=Sing # dvi NUM Case=Cpd # Atmaka JJ Case=Cpd # tva NC Case=Ins|Number=1|Gender=Neut # taTA CX # eva CEM # idam PRD Case=Gen|Number=1|Gender=Masc # sadA CAD # sTiti NC Case=Nom|Number=1|Gender=Fem #
/home/basti/code/dvarapandita/data/jna114_sa4:333	[454,14] jñānagrahaṇenaitad āha | na bahir dvyātmakaikatvena kvacit pratibhāso bhramasyāpi	jQAna NC Case=Cpd # grahaNa NC Case=Ins|Number=1|Gender=Neut # etad PRD Case=Acc|Number=1|Gender=Neut # ah V Tense=Perf|Mood=Ind|Person=3|Number=Sing # na CNG # bahis CX # dvi NUM Case=Cpd # Atmaka JJ Case=Cpd # tva NC Case=Ins|Number=1|Gender=Neut # kvacid CX # pratiBAsa NC Case=Nom|Number=1|Gender=Masc # Brama NC Case=Gen|Number=1|Gender=Masc # api CX #
/home/basti/code/dvarapandita/data/jna114_sa4:334	[454,15] sambhavāt, pramāṇāntarāvatāradarśanāc candradvayādivat | tat katham ekatvaṃ citrākārasya?	samBava NC Case=Abl|Number=1|Gender=Masc # pramANa NC Case=Cpd # antara JJ Case=Cpd # avatAra NC Case=Cpd # darSana NC Case=Abl|Number=1|Gender=Neut # candra NC Case=Cpd # dvaya NC Case=Cpd # Adi NC Case=Cpd # vat CX # tad PRD Case=Nom|Number=1|Gender=Neut # kaTam CX # ekatva NC Case=Nom|Number=1|Gender=Neut # citra JJ Case=Cpd # AkAra NC Case=Gen|Number=1|Gender=Masc #
/home/basti/code/dvarapandita/data/jna114_sa4:335	[454,16] ucyate,	vac V Tense=Pres|Mood=Ind|Voice=Pass|Person=3|Number=Sing #
/home/basti/code/dvarapandita/data/jna114_sa4:336	[454,17] nāhrīkavād amuktir vaḥ prakṛtārthavimarśane |	na CNG # ahrIka JJ Case=Cpd # tva NC Case=Abl|Number=1|Gender=Neut # amukti NC Case=Nom|Number=1|Gender=Fem # tvad PPR Case=Gen|Number=3|Gender= # prakR PPP Case=Cpd|VerbForm=PPP # arTa NC Case=Cpd # vimarSana NC Case=Loc|Number=1|Gender=Neut #
/home/basti/code/dvarapandita/data/jna114_sa4:337	[454,18] asmābhir yad anuṣṭheyaṃ bhavadbhis tadanuṣṭhitam ||	mad PPR Case=Ins|Number=3|Gender= # yad PRL Case=Nom|Number=1|Gender=Neut # anuzWA KDG Case=Nom|Number=1|Gender=Neut|VerbForm=Ger # Bavat JJ Case=Ins|Number=3|Gender=Masc # tad PRD Case=Nom|Number=1|Gender=Neut # anuzWA PPP Case=Nom|Number=1|Gender=Neut|VerbForm=PPP #
/home/basti/code/dvarapandita/data/jna114_sa4:338	[454,19] ekānekatvayor ekasyāpi siddhau yadepsitam |	eka PPX Case=Cpd # anekatva NC Case=Gen|Number=2|Gender=Neut # eka PPX Case=Gen|Number=1|Gender=Neut # api CX # sidDi NC Case=Loc|Number=1|Gender=Fem # yad PRL Case=Nom|Number=1|Gender=Neut # Ipsita NC Case=Nom|Number=1|Gender=Neut #
/home/basti/code/dvarapandita/data/jna114_sa4:339	[454,20] kā kathā dvayasaṃsiddhāv ekaṃ syād api durbalam ||	ka PRQ Case=Nom|Number=1|Gender=Fem # kaTA NC Case=Nom|Number=1|Gender=Fem # dvaya NC Case=Cpd # saMsidDi NC Case=Loc|Number=1|Gender=Fem # eka PPX Case=Nom|Number=1|Gender=Neut # as V Tense=Pres|Mood=Opt|Person=3|Number=Sing # api CX # durbala JJ Case=Nom|Number=1|Gender=Neut #
/home/basti/code/dvarapandita/data/jna114_sa4:340	[454,21] citraikatācodye 'py uttaram,	citra JJ Case=Cpd # eka PPX Case=Cpd # tAcodya NC Case=Loc|Number=1|Gender=Neut # api CX # uttara JJ Case=Nom|Number=1|Gender=Neut #
